,id,original_title,genres,story,cast,director,screenplay,keywords
28,tt0048392,Mr. & Mrs. '55,"['Comedy', 'Musical', 'Romance']",A young  naive heiress  in custody of a martinet and flamingly feminist aunt is forced into a 'marriage of convenience' with an unemployed cartoonist in an attempt to save her millions - a move orchestrated by the scheming aunt. However  in the course of her ostensibly married life  she learns the true meaning of marriage and the deep significance of being an Indian wife  much to the dismay of her aunt  who  in adherence to her wayward beliefs  has been trying to instill every kind of anti-male sentiment in her niece's ingenuous mind.,"['Madhubala', 'Guru Dutt', 'Lalita Pawar', 'Johnny Walker', 'Yasmin', 'Kumkum', 'Tun Tun', 'Cuckoo', 'Radhika', 'Anwari', 'Agha', 'Haroon', 'Rooplaxmi', 'Moni Chatterjee', '']",['Guru Dutt'],['Abrar Alvi'],"['young naive', 'ostensibly married', 'instill every', 'indian wife', 'flamingly feminist', 'wayward beliefs']"
29,tt0048410,Nagin,"['Drama', 'Musical', 'Romance']",After one male from their tribe is injured  angered Ragis decide to confront the rival snake-charming tribe of Nagis. Angered by this  Mala  the daughter of Sardar Bhopal  decides to kill the son  Sanatan  of the Ragi's Sardar - but she ends up being rescued by him and both fall in love - much to the chagrin of her father who wants her to wed Kaan Khajur Prabir - and forbids her to even see Sanatan. The latter sneaks into their tribe to meet her and on one such occasion is caught  severely beaten and left for dead. The Ragis find him  bring him back home  and confront the Nagis. Afraid that his daughter may elope with Sanatan  Bhopal and Prabir take her to the city where they hope to compel her to marry the latter. Sanatan follows and through his Been (flute) manages to locate Mala - but their reunion may never materialize - as Bhopal has prepared an elaborate plan to do away with Sanatan once and for all - and aiding him wholeheartedly is not only Prabir but also a venomous snake.,"['Vyjayanthimala', 'Pradeep Kumar', 'Jeevan', 'Mubarak', 'S.L. Puri', 'Ram Avtar', 'Krishna Kumari', 'Kamal', 'Ruby Mayer', '']",['Nandlal Jaswantlal'],"['Bijon Bhattacharya', 'Hameed Butt', 'Rajendra Krishan', 'Rakhan']","['reunion may', 'wed kaan', 'injured angered', 'caught severely', 'daughter may', 'even see']"
30,tt0048537,Railway Platform,"['Comedy', 'Drama', 'Romance']",While passing through Andher Nagri  a long-distance train comes to an unexpected halt. Passengers  including Kavi and unemployed Ram  who is traveling with his widowed mother and sister  Vimla  alight to inquire from the Station Master. They are told that due to railways lines being washed away  the train has been delayed for 24 hours. A businessman  Nasibchand  and his wife  quickly make their way to a nearby business  owned by Naina and her widowed father  and rent it for the day. Hoping to profit by selling food and water to stranded passengers  he hires passengers who can cook and draw water from the well and sell it to other passengers. Ram becomes the local hero when he rescues Naina from the well  and she falls in love with him. Little does she know that he will soon make plans to wed Rajkumari Indira - the runaway daughter of Raja Adiraj - a decision that will change everyone's lives - while others  including a Pandit and a thief  prepare to carry out their very own respective...,"['Nalini Jaywant', 'Sheila Ramani', 'Johnny Walker', 'Sunil Dutt', 'Manmohan Krishna', 'Leela Mishra', 'Raj Mehra', 'Nishi', 'Renu Maker', 'Shukla', 'Sheela R.', 'Jagdeep', 'Tun Tun', 'Nana Palsikar', '']",['Ramesh Saigal'],"['Ramesh Saigal', 'Manmohan Krishna']","['wife quickly', 'wed rajkumari', 'soon make', 'sister vimla', 'nearby business', 'distance train']"
31,tt0048613,Shree 420,"['Comedy', 'Crime', 'Drama']",Wearing torn Japanese shoes  English trousers  a red Russian cap  and a Hindustani heart  orphaned Ranbir Raj comes to Bombay to make his fortune. He pawns his gold medal  gambles with the money  loses everything  & the balance is pick-pocketed. He ends up on the beach  meets with Vidya Shastri  a teacher who runs a private school  and both fall in love. Ranbir gets a job in a laundry. When he goes to deliver some clothes to Maya  she notices that he has a way with cards  gets him to accompany her to a casino of sorts  where he wins Rs.20000/-  which unfortunately is pocketed by Maya. Then a rich industrialist  Sonanand Dharmachand  approaches Ranbir  hires him to work for him  and soon Ranbir is on his way to a wealthy life. Vidya gets a first hand look at this wealthy life  and decides to break up with him. Sonachand teaches Ranbir that in order to make money one must never discriminate between the rich and poor. So they set out to offer homes to the homeless for Rs.100/-. Watch ...,"['Nargis', 'Raj Kapoor', 'Nadira', 'Nemo', 'Lalita Pawar', 'M. Kumar', 'Hari Shivdasani', 'Nana Palsikar', 'Bhudo Advani', 'Pesi Patel', 'Ramesh Sinha', 'Rashid Khan', 'Sheela Vaz', 'S.P. Berry', '']",['Raj Kapoor'],"['Khwaja Ahmad Abbas', 'V.P. Sathe']","['rich industrialist', 'wearing torn', 'hindustani heart', 'make money', 'money loses', 'sonachand teaches']"
32,tt0048756,Uran Khatola,"['Fantasy', 'Musical', 'Romance']",Kashi travels by an ill-fated plane  which crashes on the outskirts of an isolated city that is ruled by women  who worship Sanga  their God. Kashi is rescued by pretty Soni and taken to her home  where she lives with her widowed dad  and brother  Hira. Since the roads are blocked  Kashi is unable to return home  and in order to continue to stay here  he must first obtain permission from the Raj Rani  the ultimate ruler. He meets with her and she finds him attractive and charming  and invites him to stay with her at her palace and sing for him  which he does. Kashi and Soni have given their hearts to each other  they meet secretly  with Soni disguised as a man  Shibu. Watch what happens when Raj Rani finds out that a Kashi is ignoring her love for a mere peasant.,"['Dilip Kumar', 'Nimmi', 'Surya Kumari', 'Jeevan', 'Roopmala', 'Amar', 'Tun Tun', 'Baba', 'Nawab', 'Syedjan', '']",['S.U. Sunny'],['Azm Bazidpuri'],"['must first', 'raj rani', 'raj rani', 'worship sanga', 'widowed dad', 'ultimate ruler']"
33,tt0048816,Yasmin,"['Musical', 'Romance']",A powerful and princely Sheikh lives in 18th Century Persia  makes a living renting out properties  and recovering taxes and dues on them. He lives in a palatial house with his wife  Zubeda  and son  Ahmad. When Ahmad grows up  Zubeda notices that he is spending too much time with women in their harem  and wants his father to get him involved in their business. Sheikh accordingly instructs Ahmad to collect all revenue  which he does so. A few days later  Sheikh is informed that Ahmad has been spending time with a friend named Farid  and is romantically involved with a dancing girl named Yasmin. A visibly upset Sheikh accordingly warns Ahmad to mend his ways  give up on Yasmin and return home  where he has planned his marriage with Nadira  the daughter of Amir Qasim. Ahmad does return home  but refuses to marry Nadira  and runs away from home to be close to Yasmin  knowing fully well that Yasmin is connected with a group of gypsy thugs  who use her charms to lure wealthy young men to ...,"['Suresh', 'Vyjayanthimala', 'Jayant', 'Rashid Khan', 'Maruti', 'S.N. Banerjee', 'Shyam Kumar', 'Mumtaz Begum', 'Rajan Haksar', 'Amrit Rana', 'Habib', 'Wahidan', 'M.A. Khan', 'Akbar Bakshi', '']",['Abdul Rashid Kardar'],"['S.N. Banerjee', 'Jagdish Kanwal']","['visibly upset', 'lure wealthy', '18th century', 'sheikh accordingly', 'yasmin knowing', 'dancing girl']"
34,tt0048987,Basant Bahar,"['Drama', 'Musical', 'Romance']",The only son of the Royal Astrologer  Narsin (Om Prakash) namely Gopal (Bharat Bhushan) is not interested in astrology but in music and songs  much to the dismay of Narsin. Gopal's talents are well-known and he could become the Emperor's Chief Musician if he wins in the contest. His rivals live next door  and in order to win the approval of the emperor (Chandrashekhar)  they poison Gopal's drink  and Gopal loses his voice completely. His mom (Leela Chitnis) is sorry at the loss of his voice. A young dancing girl  Gopi (Nimmi) takes interest in Gopal  and through her help and a hard knock on the head  he recovers his voice. But Gopal's challenges are far from over  and he will be called upon to prove his worth  as well as his association with Gopi.,"['Bharat Bhushan', 'Nimmi', 'Kumkum', 'Manmohan Krishna', 'Parsuram', 'Chand Burke', 'Shyam Kumar', 'S.K. Prem', 'Babu Raje', 'S.B. Nayampalli', 'Indira', 'Chandrashekhar', 'Leela Chitnis', '']",['Raja Nawathe'],"['Rajinder Singh Bedi', 'Ta-Ra-Su']","['rivals live', 'young dancing', 'royal astrologer', 'takes interest', 'songs much', 'om prakash']"
35,tt0049041,C.I.D.,"['Action', 'Crime', 'Musical']",A newspaper editor  Shrivastav  is killed when he was about to expose the underworld links of a very rich and influential person. C.I.D. Inspector Shekhar is assigned to this case  an investigation of which leads him to suspect Dharamdas and his men. But Dharamdas spins a web of lies and deceit  and Shekhar himself becomes a suspect  and is arrested by the police  and loses his job  leaving Dharamdas and his men to carry on undeterred.,"['Dev Anand', 'Shakila', 'Johnny Walker', 'K.N. Singh', 'Kumkum', 'Bir Sakuja', 'Minoo Mumtaz', 'Mehmood', 'Tun Tun', 'Jagdish Raj', 'Sheela Vaz', 'Prabhu Dayal', 'Ramesh Sharma', 'Paul Sharma', '']",['Raj Khosla'],['Inder Raj Anand'],"['newspaper editor', 'job leaving', 'dharamdas spins', 'underworld links', 'influential person', 'suspect dharamdas']"
36,tt0049072,Chori Chori,"['Musical', 'Romance']",Multi-millionaire Girhdarilal has a daughter named Kammo who is of marriageable age. He would always keep her as a house-girl because he does not want to marry her off to someone he disapprove of. But Kammo falls for a pilot  Sumankumar  a greedy man  when Girhdarilal learns of this relationship he objects to there meeting leave alone marriage but Kammo is quite stubborn and so elope with Sumankumar. But the question remain will Kammo be able to live without her father and if she does return she will have to marry his choice and forget Sumankumar.,"['Nargis', 'Raj Kapoor', 'Gope', 'Master Bhagwan', 'Pran', 'David Abraham', 'Mukri', 'Raj Mehra', 'Indira Bansal', 'Amir Banu', 'Rajasulochana', 'Neelam', 'Johnny Walker', '']",['Anant Thakur'],['Agha Jani Kashmiri'],"['meeting leave', 'would always', 'daughter named', 'quite stubborn', 'question remain', 'millionaire girhdarilal']"
37,tt0049175,Ek-Hi-Rasta,['Drama'],Amar  Malti  and their young son  Raja  live a middle-class  but very harmonious life. Both Amar and Malti were brought up in an orphanage  and are always ready to help other orphans. Amar works for a kind-hearted and generous employer named Prakash Mehta  who is envious of their lifestyle  and would himself like to get married. Then one day Amar intercepts some criminal activity  which results in two employees losing their jobs  with one ending up in prison. When the prison term gets over  he runs over Amar under his truck  killing him instantly. Devastated and heart-broken  Malti hides this news from Raja and tells him that Amar is hospitalized and unable to return home. Then the towns folks start linking her with Prakash  leading to rumors being spread about their intimacy  finally resulting in Prakash proposing to her and both getting married. This settled  the two hope that life will continue and wounds will heal. But Raja expects his dad to return home  starts hating Prakash - ...,"['Ashok Kumar', 'Meena Kumari', 'Sunil Dutt', 'Jeevan', 'Yashodra Katju', 'Shreenath', 'Ravikant', 'Manek Kapoor', 'Uma Dutt', 'Omi', 'Nazir Kashmiri', 'Radhakrishan', 'Kumkum', 'Radhika', '']",['B.R. Chopra'],['Mukhram Sharma'],"['generous employer', 'return home', 'towns folks', 'young son', 'one day', 'intimacy finally']"
38,tt0049378,Jagte Raho,"['Comedy', 'Drama']",In hopes of improving his lifestyle  a poor peasant re-locates to Kolkata virtually penniless. It is late at night and he is thirsty  and he is unable to find water anywhere. A singing drunk offers him money to buy some alcohol  but the money is snatched away by a taxi-driver. In desperation  the peasant attempts to drink from a fire hydrant  but is stopped by a Police Constable. Then he sneaks into a multi-storied apartment complex  and is mistaken for a thief. The entire building  which consists of over 200 units  housing nearly a 1000 people  set out to hunt him down. He first stumbles into the house of Kailash - who makes illicit alcohol  while his daughter is secretly romancing another tenant  Pradeep; the peasant then runs into another apartment - just in time to see the husband attempting to steal his wife  Meenu's valuables  so that he can get enough money to gamble on a race-horse; he hides in a drum and makes his way around the huge building and ends up as a corpse at the ...,"['Pradeep Kumar', 'Sumitra Devi', 'Smriti Biswas', 'Pahadi Sanyal', 'Sulochana Chatterjee', 'Daisy Irani', 'Nemo', 'Motilal', 'Nana Palsikar', 'Iftekhar', 'Vikram Kapoor', 'Moni Chatterjee', 'Parsuram', 'Bhupendra Kapoor', '']","['Amit Mitra', 'Sombhu Mitra']","['Khwaja Ahmad Abbas', 'Amit Mitra', 'Sombhu Mitra']","['secretly romancing', '200 units', 'singing drunk', 'kolkata virtually', 'find water', '1000 people']"
